userId,venueId,venueCategoryId,venueCategory,latitude,longitude,timezoneOffset,utcTimestamp
1552,4b5e34f8f964a520bb8329e3,4bf58dd8d48988d1fd931735,Subway,35.69604865,139.7512382,540,Tue Apr 03 22:21:13 +0000 2012
2015,4b971b9ff964a5205ff834e3,4bf58dd8d48988d1fd931735,Subway,35.68468154,139.7660494,540,Tue Apr 03 22:21:30 +0000 2012
1964,4b5ccea3f964a520044529e3,4bf58dd8d48988d129951735,Train Station,35.64573181,139.747569,540,Tue Apr 03 22:21:53 +0000 2012
135,4b8a32d8f964a520ce6332e3,4bf58dd8d48988d1f9931735,Road,35.73627386,139.6384272,540,Tue Apr 03 22:22:09 +0000 2012
1029,4b63e7fdf964a5208a962ae3,4bf58dd8d48988d129951735,Train Station,35.74399572,139.8115718,540,Tue Apr 03 22:22:16 +0000 2012
96,4dc5e8f5e4cd169dc659fe4d,4bf58dd8d48988d1fd931735,Subway,35.79187911,139.6458757,540,Tue Apr 03 22:23:00 +0000 2012
1248,4b72c558f964a520d2872de3,4bf58dd8d48988d111941735,Japanese Restaurant,35.65250591,139.5446062,540,Tue Apr 03 22:23:00 +0000 2012
1540,4b5829f4f964a520a44c28e3,4bf58dd8d48988d1e0931735,Coffee Shop,35.69101665,139.7039187,540,Tue Apr 03 22:23:18 +0000 2012
23,4b0587a6f964a5203d9e22e3,4bf58dd8d48988d129951735,Train Station,35.69080269,139.7002792,540,Tue Apr 03 22:23:28 +0000 2012
1143,4c96f8a2533aa093e95ad645,4bf58dd8d48988d124941735,Office,35.67304699,139.7599232,540,Tue Apr 03 22:23:37 +0000 2012
135,4b79e27df964a5204c182fe3,4bf58dd8d48988d129951735,Train Station,35.73679396,139.6377647,540,Tue Apr 03 22:23:39 +0000 2012
1907,4b24aa1ff964a520506924e3,4bf58dd8d48988d129951735,Train Station,35.70462192,139.619987,540,Tue Apr 03 22:23:53 +0000 2012
680,4b56d1eff964a520171c28e3,4bf58dd8d48988d129951735,Train Station,35.740912,139.716762,540,Tue Apr 03 22:24:05 +0000 2012
1621,4b567b47f964a520651228e3,4bf58dd8d48988d1fd931735,Subway,35.72578541,139.7298717,540,Tue Apr 03 22:25:09 +0000 2012
1967,4b63fae9f964a520b4992ae3,4bf58dd8d48988d162941735,Other Great Outdoors,35.66214296,139.7328007,540,Tue Apr 03 22:25:28 +0000 2012
1964,4b5e4928f964a520c68729e3,4bf58dd8d48988d16e941735,Fast Food Restaurant,35.64671982,139.7456941,540,Tue Apr 03 22:25:30 +0000 2012
1088,4c1c66bde9c4ef3b50d045aa,4bf58dd8d48988d103941735,Home (private),35.53804502,139.7064548,540,Tue Apr 03 22:25:37 +0000 2012
1088,4b8df548f964a520831433e3,4bf58dd8d48988d1df941735,Bridge,35.53654796,139.7041386,540,Tue Apr 03 22:25:51 +0000 2012
941,4b4162b1f964a52016c625e3,4bf58dd8d48988d129951735,Train Station,35.64592362,139.8269248,540,Tue Apr 03 22:26:29 +0000 2012
2243,4f534895e4b006151584808a,4bf58dd8d48988d1c4941735,Restaurant,35.62721384,139.7143219,540,Tue Apr 03 22:26:33 +0000 2012
1790,4c0f80b67189c928f11bdab6,4bf58dd8d48988d12a951735,Train Station,35.65455023,139.7567421,540,Tue Apr 03 22:27:25 +0000 2012
1790,4c0f80b67189c928f11bdab6,4bf58dd8d48988d12a951735,Train Station,35.65455023,139.7567421,540,Tue Apr 03 22:27:25 +0000 2012
1701,4cd9d48e3b85a35d1f9f2e9d,4bf58dd8d48988d12a951735,Train Station,35.56077516,139.6709672,540,Tue Apr 03 22:27:30 +0000 2012
96,4cde2fce41ed224b1e97d73c,4d4ae6fc7a7b7dea34424761,Fried Chicken Joint,35.78917058,139.6615685,540,Tue Apr 03 22:27:30 +0000 2012
1967,4b802cabf964a520495930e3,4bf58dd8d48988d163941735,Park,35.664391,139.733684,540,Tue Apr 03 22:27:30 +0000 2012
1100,4b5a3b6cf964a52026b628e3,4bf58dd8d48988d16e941735,Fast Food Restaurant,35.57454189,139.6583265,540,Tue Apr 03 22:27:54 +0000 2012
1961,4b5ef219f964a520569f29e3,4bf58dd8d48988d129951735,Train Station,35.72777124,139.7709632,540,Tue Apr 03 22:29:03 +0000 2012
1726,4c34ee3d09a99c749b4a0c2a,4bf58dd8d48988d163941735,Park,35.70581548,139.6500546,540,Tue Apr 03 22:29:14 +0000 2012
1320,4df7423e483b96f73159a256,4bf58dd8d48988d111941735,Japanese Restaurant,35.598386,139.666957,540,Tue Apr 03 22:29:18 +0000 2012
1726,4b6545c5f964a52064eb2ae3,4bf58dd8d48988d162941735,Other Great Outdoors,35.70585469,139.649899,540,Tue Apr 03 22:29:30 +0000 2012
1349,4b669d8af964a52097252be3,4bf58dd8d48988d1fd931735,Subway,35.64693934,139.7473598,540,Tue Apr 03 22:29:34 +0000 2012
953,4b54fad0f964a52057d627e3,4bf58dd8d48988d1fd931735,Subway,35.66360738,139.8727047,540,Tue Apr 03 22:29:46 +0000 2012
1726,4b0587bbf964a5209aa122e3,4bf58dd8d48988d129951735,Train Station,35.70537552,139.6498615,540,Tue Apr 03 22:30:00 +0000 2012
1790,4bd78c695cf276b08f9e9b00,4bf58dd8d48988d1f9931735,Road,35.65468971,139.7543764,540,Tue Apr 03 22:30:05 +0000 2012
113,4b4327e6f964a5209fdc25e3,4bf58dd8d48988d129951735,Train Station,35.65561814,139.7567421,540,Tue Apr 03 22:30:12 +0000 2012
2027,4b68b2c8f964a520d0872be3,4bf58dd8d48988d129951735,Train Station,35.57490949,139.6632457,540,Tue Apr 03 22:30:13 +0000 2012
2054,4b6f881bf964a5209cf42ce3,4bf58dd8d48988d163941735,Park,35.686558,139.671617,540,Tue Apr 03 22:30:28 +0000 2012
863,4b557834f964a52022e527e3,4bf58dd8d48988d129951735,Train Station,35.71678759,139.8582637,540,Tue Apr 03 22:31:09 +0000 2012
1928,4b19f917f964a520abe623e3,4bf58dd8d48988d129951735,Train Station,35.6985962,139.7730182,540,Tue Apr 03 22:31:16 +0000 2012
1967,4ee8aab693ad8b68e9b0c649,4bf58dd8d48988d118951735,Food & Drink Shop,35.66443546,139.7351611,540,Tue Apr 03 22:31:19 +0000 2012
1701,4b426f4af964a520ecd325e3,4bf58dd8d48988d129951735,Train Station,35.56103556,139.6710375,540,Tue Apr 03 22:31:57 +0000 2012
476,4b467c9af964a5206c2226e3,4bf58dd8d48988d1fd931735,Subway,35.68211947,139.8003387,540,Tue Apr 03 22:32:03 +0000 2012
1924,4b7f94edf964a520573530e3,4bf58dd8d48988d129951735,Train Station,35.56866646,139.553412,540,Tue Apr 03 22:32:11 +0000 2012
1844,4dc0c29d7d8bf48713b3c65a,4bf58dd8d48988d16d941735,Café,35.5893939,139.7285078,540,Tue Apr 03 22:32:52 +0000 2012
1746,4b600990f964a520e3d329e3,4bf58dd8d48988d129951735,Train Station,35.66669205,139.7581327,540,Tue Apr 03 22:33:02 +0000 2012
775,4b19f837f964a520a2e623e3,4bf58dd8d48988d129951735,Train Station,35.71362077,139.7765178,540,Tue Apr 03 22:33:10 +0000 2012
41,4b5da942f964a520a26529e3,4d954b0ea243a5684a65b473,Convenience Store,35.57668092,139.6596354,540,Tue Apr 03 22:33:37 +0000 2012
1967,4ba5977af964a520d61439e3,4bf58dd8d48988d162941735,Other Great Outdoors,35.66529713,139.7367247,540,Tue Apr 03 22:33:53 +0000 2012
2022,4b5409faf964a520e6b027e3,4bf58dd8d48988d129951735,Train Station,35.60978987,139.7496986,540,Tue Apr 03 22:33:59 +0000 2012
3,4c8a6ed952a98cfa1e912ce9,4bf58dd8d48988d163941735,Park,35.66843628,139.6009326,540,Tue Apr 03 22:34:03 +0000 2012
2278,4b60c0acf964a52063f729e3,4bf58dd8d48988d129951735,Train Station,35.84562439,139.6469802,540,Tue Apr 03 22:34:21 +0000 2012
2011,4b563a0af964a520450628e3,4bf58dd8d48988d129951735,Train Station,35.74757458,139.8401856,540,Tue Apr 03 22:34:45 +0000 2012
1552,4b9f1364f964a520ab1237e3,4bf58dd8d48988d16d941735,Café,35.69678599,139.7511484,540,Tue Apr 03 22:35:08 +0000 2012
627,4b3854eef964a520a14d25e3,4bf58dd8d48988d129951735,Train Station,35.71048066,139.8133099,540,Tue Apr 03 22:35:27 +0000 2012
925,4dc04611043706a0321210d4,4bf58dd8d48988d116941735,Bar,35.69484622,139.7046751,540,Tue Apr 03 22:35:34 +0000 2012
1132,4bb70c132f70c9b641408630,4bf58dd8d48988d129951735,Train Station,35.57572976,139.6596515,540,Tue Apr 03 22:35:41 +0000 2012
